colloc_word_value	colloc_word_id	colloc_lexeme_id	delete_colloc_lexeme_ids
täiesti suurepärane	2077538	3280592	3190869
täiesti suvaline	2077541	3280595	3191445
täiesti suveräänne	2077540	3280594	3191561
täiesti sõbralikult	2077559	3280613	3191793
täiesti sõltuma	2077801	3280855	3192963
täiesti sõltumatu	2077807	3280861	3193015
täiesti söödav	2077766	3280820	3194576
täiesti süüdimatu	2077748	3280802	3197042
täiesti süütu	2077817	3280871	3197373
täiesti süütu	2077665	3280719	3197361
täiesti tagurpidi	2077699	3280753	3199547
täiesti tahke	2077431	3280485	3199663
täiesti tahtlikult	2077695	3280749	3199715
täiesti tahtmatult	2077714	3280768	3199777
täiesti talumatu	2077404	3280458	3200902
täiesti talutav	2077682	3280736	3201024
täiesti tappev	2077554	3280608	3201752
täiesti tarbetu	2077607	3280661	3201788
täiesti tarduma	2077624	3280678	3201940
täiesti tasane	2077663	3280717	3202713
täiesti taskukohane	2077649	3280703	3202915
täiesti tasuta	2077662	3280716	3203234
täiesti taunitav	2077697	3280751	3203387
täiesti tavaline	2077680	3280734	3203526
täiesti tavaliselt	2077762	3280816	3203550
täiesti tavapärane	2077913	3280967	3203582
täiesti tavapäraselt	2077756	3280810	3203599
täiesti tavatu	2077815	3280869	3203660
täiesti teadlik	2077790	3280844	3203868
täiesti teadlikult	2077788	3280842	3203934
täiesti teisejärguline	2077783	3280837	3206554
täiesti teistmoodi	2077814	3280868	3206644
täiesti teistpidi	2077804	3280858	3206697
täiesti terve	2077880	3280934	3209238
täiesti tervitatav	2077826	3280880	3209819
täiesti tobe	2077822	3280876	3211220
täiesti toibuma	2077820	3280874	3211548
täiesti toores	2077823	3280877	3213202
täiesti totter	2077821	3280875	3213986
täiesti traditsiooniline	2077831	3280885	3214128
täiesti truu	2077827	3280881	3215440
täiesti tuim	2077825	3280879	3216915
täiesti tuim	2077835	3280889	3216933
täiesti tulutult	2077834	3280888	3218067
täiesti tume	2077832	3280886	3218093
täiesti tumm	2077833	3280887	3218141
täiesti tundmatu	2077837	3280891	3218404
täiesti tuntav	2077836	3280890	3219220
täiesti turvaline	2077841	3280895	3219967
täiesti turvaliselt	2077839	3280893	3220007
täiesti tähtsusetu	2077853	3280907	3223989
täiesti tänapäevane	2077852	3280906	3224829
täiesti täpne	2077919	3280973	3280913, 3269918
täiesti tõenäoline	2077838	3280892	3221388
täiesti tõsine	2077847	3280901	3222633
täiesti tõsiselt	2077854	3280908	3222684
täiesti tõsiselt	2077850	3280904	3222717
täiesti tõsiseltvõetav	2077846	3280900	3222742
täiesti tüdinema	2077856	3280910	3227806
täiesti tüdinud	2077860	3280914	3227762
täiesti tühi	2077855	3280909	3227863
täiesti tühine	2077858	3280912	3227935
täiesti tüüpiline	2077881	3280935	3228474
täiesti uimane	2077867	3280921	3228827
täiesti ununema	2077868	3280922	3229757
täiesti unustama	2077691	3280745	3229780, 3281068
täiesti usaldama	2077865	3280919	3229968
täiesti usaldusväärne	2077692	3280746	3230096
täiesti uskumatu	2077687	3280741	3230386
täiesti usutav	2077873	3280927	3230575
täiesti utoopiline	2077690	3280744	3230689
täiesti uudne	2077660	3280714	3230919
täiesti uuenema	2077606	3280660	3231067
täiesti uus	2077618	3280672	3231462
täiesti uus	2077555	3280609	3231475
täiesti vaba	2077560	3280614	3232133
täiesti vaba	2077517	3280571	3232159
täiesti vabalt	2077895	3280949	3232287
täiesti vabatahtlik	2077552	3280606	3232571
täiesti vabatahtlikult	2077613	3280667	3232595
täiesti vaibuma	2077602	3280656	3234217
täiesti vaieldamatu	2077658	3280712	3234354
täiesti vaikima	2077587	3280641	3234405
täiesti vaikima	2077582	3280636	3234425
täiesti vaikne	2077594	3280648	3234435
täiesti vaikne	2077605	3280659	3234466
täiesti vaikselt	2077878	3280932	3280675, 3234483
täiesti vale	2077510	3280564	3235561
täiesti valesti	2077570	3280624	3235672
täiesti valge	2077896	3280950	3235776
täiesti valge	2077514	3280568	3235792
täiesti vananema	2077542	3280596	3238113
täiesti vapustav	2077524	3280578	3238795
täiesti vastandlikud	2077511	3280565	3240046
täiesti vastumeelne	2077578	3280632	3240472
täiesti vastuoluline	2077530	3280584	3240618
täiesti vastupidi	2077520	3280574	3283771, 3240786
täiesti vastupidine	2077476	3280530	3240811
täiesti vastupidiselt	2077577	3280631	3240821
täiesti vastutustundetu	2077641	3280695	3241118
täiesti vastuvõetamatu	2077526	3280580	3241224
täiesti vastuvõetav	2077515	3280569	3241258
täiesti vedel	2077532	3280586	3241558
täiesti veekindel	2077562	3280616	3242000
täiesti veenduma	2077525	3280579	3242063
täiesti veenev	2077545	3280599	3242130
täiesti veenvalt	2077631	3280685	3242190
täiesti verine	2077672	3280726	3243240
täiesti vertikaalne	2077598	3280652	3243355
täiesti vesine	2077894	3280948	3243446
täiesti vettpidav	2077558	3280612	3243700
täiesti vettpidav	2077550	3280604	3243716
täiesti vigane	2077626	3280680	3243972
täiesti viisakalt	2077601	3280655	3245194
täiesti viisakas	2077597	3280651	3245251
täiesti viltu	2077506	3280560	3245957
täiesti viltu	2077512	3280566	3245973
täiesti välistama	2077596	3280650	3251547
täiesti vältimatu	2077640	3280694	3252955
täiesti värske	2077576	3280630	3253191
täiesti väsima	2077590	3280644	3253582
täiesti võimalik	2077593	3280647	3247851
täiesti võimatu	2077581	3280635	3247991
täiesti võimetu	2077620	3280674	3248175
täiesti võlts	2077583	3280637	3249221
täiesti võrdne	2077645	3280699	3249531
täiesti võrdväärne	2077600	3280654	3249634
täiesti võrratu	2077619	3280673	3280972, 3249809
täiesti võõras	2077667	3280721	3250152
täiesti äratuntav	2077531	3280585	3258683
täiesti õige	2077609	3280663	3255006
täiesti õigeaegne	2077565	3280619	3255043
täiesti õigesti	2077604	3280658	3255054
täiesti õigustama	2077546	3280600	3255515
täiesti õnnelik	2077553	3280607	3256087
täiesti õudne	2077556	3280610	3257831
täiesti õõnes	2077561	3280615	3257962
täiesti õõnes	2077537	3280591	3257971
täiesti ühene	2077549	3280603	3260202
täiesti ühepoolne	2077599	3280653	3260220
täiesti ühepoolselt	2077551	3280605	3260234
täiesti üheselt	2077588	3280642	3260262
täiesti ühesugune	2077632	3280686	3260352
täiesti ühetaoline	2077614	3280668	3260386
täiesti ühtemoodi	2077548	3280602	3260893
täiesti ühtlane	2077523	3280577	3260961
täiesti ühtmoodi	2077535	3280589	3261026
täiesti ühtne	2077543	3280597	3261064
täiesti üksi	2077608	3280662	3261185
täiesti üksik	2077591	3280645	3261219
täiesti üksinda	2077589	3280643	3261396
täiesti ükskõikne	2077585	3280639	3261477
täiesti üksmeelne	2077670	3280724	3261598
täiesti üksmeelselt	2077637	3280691	3261616
täiesti ülearune	2077622	3280676	3262093
täiesti ülekohtune	2077629	3280683	3262521
täiesti üleliigne	2077592	3280646	3262706
täiesti ületamatu	2077586	3280640	3263460
täiesti üllatav	2077628	3280682	3264014
täiesti ümar	2077627	3280681	3264227
täiesti ümmargune	2077633	3280687	3264630
täis aku	1766640	2969692	3276210
täisealised või alaealised	2062106	3265160	3274272
täiskasvanud ja vanurid	2075596	3278650	3238628
täiskasvanud konn	1858048	3061101	3271329
täiskasvanuid matkima	1901556	3104609	3281424
täiskiirusel kihutama	1846757	3049810	3293506
täiskohaga õpetaja	2021390	3224444	3266455
täislaetud aku	1766654	2969706	3276228
täispikk treiler	2011758	3214811	3292725
täisväärtuslik valk	2033756	3236810	3293765
täitumise hetk	2066329	3269383	3224602
täiuslik hetk	2066336	3269390	3224682
täiuslik suhe	2021624	3224678	3224677
tänane ajaleht	1765171	2968223	3270334
tänane kohtualune	2083235	3286289	3057046
tänane number	2086769	3289823	3122732
tänapäeva teismelised	2069673	3272727	3206608
tänapäevane auto	2021766	3224820	3283230
tänapäevani tegutsema	2067910	3270964	3224803
tänav asub	2062249	3265303	3224849
tänav ja hoov	2071457	3274511	3274524, 3265426
tänav ja park	2062317	3265371	3137199
tänav ja parkla	2062307	3265361	3137360
tänav ja turg	2062330	3265384	3219319
tänav ja õu	2071512	3274566	3274617, 3265368
tänav kulgeb	2062275	3265329	3069258
tänav lõikub	2062367	3265421	3095215
tänav lõpeb	2062285	3265339	3224851
tänav täitub	2062282	3265336	3224572
tänav ujub	2062327	3265381	3229017
tänav viib	2062256	3265310	3224850
tänava algus	2062245	3265299	3224857
tänava elanikud	2062257	3265311	2994956
tänava laiendus	2062357	3265411	3082539
tänava laius	2062364	3265418	3082984
tänava liikluskorraldus	2062368	3265422	3088298
tänava läbimurre	2062383	3265437	3096479
tänava lõik	2062266	3265320	3224858
tänava lõpp	2062277	3265331	3095685
tänava maa-ala	2062379	3265433	3098618
tänava ots	2062319	3265373	3132008
tänava pikendus	2062311	3265365	3143167
tänava rekonstrueerimine	2062326	3265380	3165632
tänava rist	2062345	3265399	3169383
tänava ristmik	2062351	3265405	3169450
tänava tasapind	2062331	3265385	3202744
tänava ületamine	2062306	3265360	3263488
tänavad ja kvartalid	2062323	3265377	3073721
tänavad ja platsid	2062316	3265370	3145627
tänavad ja teed	2062340	3265394	3204735
tänavad ja väljakud	2062312	3265366	3251831
tänavaid ummistama	2062315	3265369	3229444
tänaval jagama	2062377	3265431	3028157
tänaval jalutama	2062268	3265322	3029206
tänaval kallale tungima	2062318	3265372	3039935
tänaval kohtama	2062260	3265314	3056984
tänaval kohtuma	2062359	3265413	3057208
tänaval kõndima	2062248	3265302	3074511
tänaval lebama	2062360	3265414	3084811
tänaval liiklema	2062373	3265427	3088190
tänaval magama	2062376	3265430	3100091
tänaval märkama	2062325	3265379	3117311
tänaval müüma	2062310	3265364	3119020
tänaval nägema	2062309	3265363	3124554
tänaval peatuma	2062324	3265378	3139381
tänaval seisma	2062273	3265327	3177525
tänaval tülitama	2062352	3265406	3228239
tänavale astuma	2062246	3265300	3224854
tänavale avanema	2062350	3265404	2983060
tänavale jooksma	2062374	3265428	3029827
tänavale kerkima	2062308	3265362	3048657
tänavale kihutama	2062356	3265410	3049843, 3293498
tänavale kukkuma	2062371	3265425	3068999
tänavale kõndima	2062302	3265356	3074509
tänavale lendama	2062342	3265396	3086079
tänavale loopima	2062381	3265435	3092454
tänavale lükkama	2062349	3265403	3098303
tänavale pagema	2062313	3265367	3133409
tänavale pudenema	2062366	3265420	3152086
tänavale sattuma	2062322	3265376	3175884
tänavale sülitama	2062334	3265388	3195545
tänavale tassima	2062335	3265389	3203038
tänavale tormama	2062358	3265412	3213678
tänavale viskama	2062320	3265374	3246381
tänavalt kostma	2062259	3265313	3066621
tänavalt kuuldub	2062380	3265434	3072464
tänavalt leidma	2062247	3265301	3085564
tänavalt pääsema	2062346	3265400	3157796
tänavalt pöörama	2062343	3265397	3158121
tänavas põlema	2062353	3265407	3155504
tänavat hõivama	2062375	3265429	3017708
tänavat koristama	2062274	3265328	3065082
tänavat puhastama	2062281	3265335	3152279
tänavat pühkima	2062286	3265340	3158768
tänavat rajama	2062288	3265342	3161805
tänavat rekonstrueerima	2062332	3265386	3165607
tänavat reostama	2062378	3265432	3166275
tänavat sillutama	2062336	3265390	3181072
tänavat sulgema	2062250	3265304	3189173
tänavat ummistama	2062267	3265321	3224853
tänavat ületama	2062258	3265312	3224852
tänavate heakord	2062355	3265409	3011289
tänavate hooldus	2062361	3265415	3015546
tänavate korrashoid	2062304	3265358	3065669
tänavate labürint	2062328	3265382	3080718
tänavate libedus	2062363	3265417	3087097
tänavate nurgal	2062303	3265357	3122978
tänavate paiknemise skeem	2062337	3265391	3183133
tänavate puhastamine	2062329	3265383	3152316
tänavate puhastus	2062341	3265395	3152346
tänavate puhtus	2062305	3265359	3152590
tänavate remont	2062347	3265401	3166028
tänavate ristmik	2062283	3265337	3224859
tänavate seisukord	2062339	3265393	3177693
tänavate sulgemine	2062333	3265387	3189218
tänavate valgustus	2062348	3265402	3236016
tänavatel hulkuma	2062382	3265436	3016781
tänavatel liikuma	2062362	3265416	3088520
tänavatel marssima	2062370	3265424	3103554
tänavatel patrullima	2062338	3265392	3138195
tänavatel toime panema	2062344	3265398	3211816
tänavatel uitama	2062354	3265408	3228932
tänavatele kogunema	2062365	3265419	3056186
tänavatele puistama	2062369	3265423	3152703
tänavatele valguma	2062321	3265375	3235835
tänavatelt kaduma	2062269	3265323	3224855
tänavaäärne piire	1939550	3142603	3272016
tänavune eelarve	1787869	2990922	3268234
tänavune mai	2076780	3279834	3100856
tänavused jõulud	1830625	3033678	3279638
tänusõnadega ühinema	2068081	3271135	3224953
täpiline särk	2021946	3225000	3272031
täpne aadress	2066888	3269942	2964555
täpne aastaarv	2066906	3269960	2964818
täpne aeg	2066854	3269908	3225014
täpne ajahetk	2067027	3270081	2967830
täpne ajakava	2066996	3270050	2967903
täpne ametinimetus	2067041	3270095	2972485
täpne analoog	2066938	3269992	2972884
täpne analoogia	2067039	3270093	2972913
täpne aruandlus	2067020	3270074	2976596
täpne aruanne	2067002	3270056	2976642
täpne arv	2066844	3269898	2977464
täpne arvestamine	2067010	3270064	2977916
täpne arvestus	2066880	3269934	2977994
täpne arvutus	2067029	3270083	2978527
täpne asukoht	2066851	3269905	2980002
täpne asupaik	2066891	3269945	2980265
täpne definitsioon	2066892	3269946	2985513
täpne diagnoos	2073835	3276889	3269944, 3276888
täpne elukoht	2067011	3270065	2996543
täpne ennustaja	2067034	3270088	2999071
täpne ennustamine	2066987	3270041	2999142
täpne ennustus	2072278	3275332	3275331
täpne ettekirjutus	2067035	3270089	3003168
täpne ettekujutus	2066894	3269948	3003221
täpne hind	2066885	3269939	3225017
täpne hindamine	2067037	3270091	3013497
täpne hinnakiri	2066901	3269955	3013783
täpne hinnapakkumine	2078123	3281177	3269951, 3281176
täpne ilmaennustus	2072262	3275316	3275315
täpne ilmateade	2067022	3270076	3021734
täpne info	2066867	3269921	3225016
täpne informatsioon	2066886	3269940	3023858
täpne iseloomustus	2067015	3270069	3026898
täpne ja ajakohane	2067028	3270082	3278436, 2968185
täpne ja ammendav	2067044	3270098	2972829
täpne ja arusaadav	2067024	3270078	2976802
täpne ja asjakohane	2066933	3269987	2979218
täpne ja hoolikas	2066934	3269988	3015760
täpne ja kindel	2066977	3270031	3050943
täpne ja kohusetundlik	2066976	3270030	3057672
täpne ja konkreetne	2066940	3269994	3060732
täpne ja korrektne	2066995	3270049	3065777
täpne ja lühike	2066979	3270033	3098243
täpne ja nõudlik	2067000	3270054	3123699
täpne ja operatiivne	2066902	3269956	3129618
täpne ja põhjalik	2066988	3270042	3154992
täpne ja range	2066925	3269979	3162329
täpne ja selge	2066936	3269990	3178458
täpne ja terav	2066904	3269958	3208728
täpne ja täielik	2066926	3269980	3224147
täpne ja usaldusväärne	2066920	3269974	3230119
täpne ja veenev	2067001	3270055	3242145
täpne ja õigeaegne	2066931	3269985	3255045
täpne ja üksikasjalik	2066932	3269986	3261273
täpne jaotus	2067031	3270085	3029440
täpne joonis	2066898	3269952	3030064
täpne juhend	2066917	3269971	3030509
täpne jälgimine	2066916	3269970	3034225
täpne järgimine	2066941	3269995	3034847
täpne järjestus	2066990	3270044	3035263
täpne kaal	2067021	3270075	3036499
täpne kaardistamine	2067017	3270071	3036796
täpne kaart	2066984	3270038	3036831
täpne kajastamine	2066903	3269957	3039323
täpne kalkulatsioon	2067018	3270072	3039841
täpne kava	2066900	3269954	3046312
täpne kellaaeg	2083708	3286762	3270066, 3286761
täpne kestus	2066965	3270019	3049426
täpne kestvus	2066985	3270039	3049483
täpne kirjeldamine	2066974	3270028	3052785
täpne kirjeldus	2066878	3269932	3052798
täpne kogus	2066907	3269961	3056279
täpne koopia	2066873	3269927	3063361
täpne koopia	2066874	3269928	3063347
täpne kooskõla	2066981	3270035	3063798
täpne kriteerium	2066943	3269997	3067852
täpne kujutis	2067014	3270068	3068793
täpne kuupäev	2066860	3269914	3073183
täpne laius	2067019	3270073	3082967
täpne loetelu	2067009	3270063	3090749
täpne makett	2066993	3270047	3102153
täpne maksumus	2066969	3270023	3102614
täpne mark	2066986	3270040	3103407
täpne marsruut	2066994	3270048	3103465
täpne mehhanism	2067005	3270059	3106612
täpne metoodika	2066935	3269989	3107979
täpne määramine	2066972	3270026	3117902
täpne määratlemine	2066975	3270029	3117952
täpne määratlus	2066893	3269947	3117982
täpne mõõt	2066967	3270021	3115801
täpne mõõtmine	2066968	3270022	3115883
täpne müügihind	2066991	3270045	3118827
täpne nimekiri	2066982	3270036	3121359
täpne nimetus	2066998	3270052	3286886, 3121508
täpne number	2088224	3291278	3291277, 3269930
täpne näit	2067013	3270067	3125219
täpne olemus	2067030	3270084	3127551
